artifact_id	disposition	source_path	destination_path	reviewed_head	source_sha256	destination_sha256	retention_location
artifact-088	included-product	reviewed-source/artifact-088	engine/tests/fixtures/raw-maintenance-template/.claude/skills/meld-intake-triage/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	60b08609f14dfb1a143708de590e1e611847c6f34be4a74bbb0b114e9aa447d0	211b85c32cf52c4cb0666db59fb06f8318ed0ada87fbdf23624af0870e1ea987	
artifact-089	included-product	reviewed-source/artifact-089	engine/tests/fixtures/raw-maintenance-template/.claude/skills/monday/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	5405f1a2b8465a5fb37e59701f8265dccbe810775729485e8830e269e788bd86	711a03f67410f1babce75ee84b88f6a0d48cb89ca609e432c87353370800b396	
artifact-090	included-product	reviewed-source/artifact-090	engine/tests/fixtures/raw-maintenance-template/.claude/skills/obsidian-log/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	39dd361bbc969854f21edae69eb0e3c9fad01a0d7bfc8994820e1159ea25d102	39dd361bbc969854f21edae69eb0e3c9fad01a0d7bfc8994820e1159ea25d102	
artifact-091	included-product	reviewed-source/artifact-091	engine/tests/fixtures/raw-maintenance-template/.claude/skills/officecli/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	ea8d5a2ac020de0bd163d06cbba024201cd1d8b5ae7c18216b64474b2a318d7b	c619d28a967c9addd8c7c8e9b0f0855515b6dadfa7b54bfacbc136775c015e9a	
artifact-092	included-product	reviewed-source/artifact-092	engine/tests/fixtures/raw-maintenance-template/.claude/skills/onboarding/role	3ea772ff0843e72acac52a079724c350de1e653c	2ab3fe48e0be235574537de757332090747cc0efab789600488bd65722f21486	2ab3fe48e0be235574537de757332090747cc0efab789600488bd65722f21486	
artifact-093	included-product	reviewed-source/artifact-093	engine/tests/fixtures/raw-maintenance-template/.claude/skills/opencli/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	a511077b9309b29933baa6078dcd09482a957a148012ed32678482c5017a1efe	a511077b9309b29933baa6078dcd09482a957a148012ed32678482c5017a1efe	
artifact-094	included-product	reviewed-source/artifact-094	engine/tests/fixtures/raw-maintenance-template/.claude/skills/propertymeld/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	604655c6dc864846bfe9ea38a59731b17ee7f0ba6d6c47b5ade31181f2dbb2cc	604655c6dc864846bfe9ea38a59731b17ee7f0ba6d6c47b5ade31181f2dbb2cc	
artifact-095	included-product	reviewed-source/artifact-095	engine/tests/fixtures/raw-maintenance-template/.claude/skills/soul-philosophy/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	e617d3428b3a01b5a4a34b23bed5c8a7e6f3c395d3e096279740437c2206c89e	e617d3428b3a01b5a4a34b23bed5c8a7e6f3c395d3e096279740437c2206c89e	
artifact-096	included-product	reviewed-source/artifact-096	engine/tests/fixtures/raw-maintenance-template/.claude/skills/system-diagnostics/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	6e897b397da3c250580736be220f14cdabb4c22d284de41e99725216159300c1	6e897b397da3c250580736be220f14cdabb4c22d284de41e99725216159300c1	
artifact-097	included-product	reviewed-source/artifact-097	engine/tests/fixtures/raw-maintenance-template/.claude/skills/tasks/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	f53e25c5673d13fc5255c23ad5b27b95f355723ad8482fdc4a0dd6bd3e5f33a9	f53e25c5673d13fc5255c23ad5b27b95f355723ad8482fdc4a0dd6bd3e5f33a9	
artifact-098	included-product	reviewed-source/artifact-098	engine/tests/fixtures/raw-maintenance-template/.claude/skills/tool-registration/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	da5e0522bc8eeaae5f1dac199e4feb5ba307a0c041264ba9caca09c7d4afb895	da5e0522bc8eeaae5f1dac199e4feb5ba307a0c041264ba9caca09c7d4afb895	
artifact-099	included-product	reviewed-source/artifact-099	engine/tests/fixtures/raw-maintenance-template/.claude/skills/vendor-coordination/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	e3cbcc7441b248b0eaa356387f4c254862dbdce22a0b85e598da5a160b3cf91a	7bf7b74e8bef544021357652f5821a7d45a5c801969c44bd9761a1cca4984ce1	
artifact-100	included-product	reviewed-source/artifact-100	engine/tests/fixtures/raw-maintenance-template/.claude/skills/worker-agents/SKILL.md	3ea772ff0843e72acac52a079724c350de1e653c	6b3ff40d3c940ec8cde064b43c2f6a7b985306cffe138ed3bccd9c912ca337a9	6b3ff40d3c940ec8cde064b43c2f6a7b985306cffe138ed3bccd9c912ca337a9	
artifact-101	included-product	reviewed-source/artifact-101	engine/tests/fixtures/raw-maintenance-template/.env.example	3ea772ff0843e72acac52a079724c350de1e653c	bfaccbf46fbca0336c949c3c6996aaa8d3d4840bdd45614d14b269c19aacaeb8	bfaccbf46fbca0336c949c3c6996aaa8d3d4840bdd45614d14b269c19aacaeb8	
artifact-102	included-product	reviewed-source/artifact-102	engine/tests/fixtures/raw-maintenance-template/.gitignore	3ea772ff0843e72acac52a079724c350de1e653c	014a81371c4f36e8c6eeaddf9f47f7b23ea9dc2c905040032bae1ba70ade472d	014a81371c4f36e8c6eeaddf9f47f7b23ea9dc2c905040032bae1ba70ade472d	
artifact-103	included-product	reviewed-source/artifact-103	engine/tests/fixtures/raw-maintenance-template/.mcp.json	3ea772ff0843e72acac52a079724c350de1e653c	6e05f2b09bf60faec1caed60805d63201af8f81e3abb11fd8b90ad43ef00537f	6e05f2b09bf60faec1caed60805d63201af8f81e3abb11fd8b90ad43ef00537f	
artifact-104	included-product	reviewed-source/artifact-104	engine/tests/fixtures/raw-maintenance-template/AGENTS.md	3ea772ff0843e72acac52a079724c350de1e653c	9011d6d3215a1cbd52d5fe68a04db1803e0e4a5157c87f445ba6e84cc6e6e54a	cd4534d5b7b7ed9b2922a29ae50dec5718aa92a2049e5ceddf5c5b7255c2360f	
artifact-105	included-product	reviewed-source/artifact-105	engine/tests/fixtures/raw-maintenance-template/CLAUDE.md	3ea772ff0843e72acac52a079724c350de1e653c	5d830c453c8ef94bfa676b442bd3e26fd9e8910cf7643c5ec05b2382e279f38f	5922a8ce6b2124518d9f295d25fce32e0cd35b4de6388b8f3bb5a496a927d2b2	
artifact-106	included-product	reviewed-source/artifact-106	engine/tests/fixtures/raw-maintenance-template/GOALS.md	3ea772ff0843e72acac52a079724c350de1e653c	a9ceb6be6592fd84fc9042ffd16fb71a4eeb2e5b31337adee1ffde560d23e973	a9ceb6be6592fd84fc9042ffd16fb71a4eeb2e5b31337adee1ffde560d23e973	
artifact-107	included-product	reviewed-source/artifact-107	engine/tests/fixtures/raw-maintenance-template/GUARDRAILS.md	3ea772ff0843e72acac52a079724c350de1e653c	3e661065601fb0a18327d3553ab830de432587944369bc3062ff360ba484c3a6	3420c1da1de3cc9ad7b7262e47f99a6941e7210a5cb69c3af79f7b27cdb74557	
artifact-108	included-product	reviewed-source/artifact-108	engine/tests/fixtures/raw-maintenance-template/HEARTBEAT.md	3ea772ff0843e72acac52a079724c350de1e653c	7c1eb8b94818f7a6789811641b10e32b492b6d74847cc9259dc28733ac7c310c	a01176963388cac7f3eeff4c8c7e69ce7b1d04870a5ab9e6d42b1de261ed26bb	
artifact-109	included-product	reviewed-source/artifact-109	engine/tests/fixtures/raw-maintenance-template/IDENTITY.md	3ea772ff0843e72acac52a079724c350de1e653c	5ed0110565c9391f0e4c6ffd49f9229b707a1d86957402ac654582e575894305	5ed0110565c9391f0e4c6ffd49f9229b707a1d86957402ac654582e575894305	
artifact-110	included-product	reviewed-source/artifact-110	engine/tests/fixtures/raw-maintenance-template/MEMORY.md	3ea772ff0843e72acac52a079724c350de1e653c	9667cee19ea58c3fa3e171eee43b56e32bf50f74fda900c3988ab490519e8de0	9667cee19ea58c3fa3e171eee43b56e32bf50f74fda900c3988ab490519e8de0	
artifact-111	included-product	reviewed-source/artifact-111	engine/tests/fixtures/raw-maintenance-template/ONBOARDING.md	3ea772ff0843e72acac52a079724c350de1e653c	743f64be39207954931d24d89dd64be116a5eb3a846ad72595fd8c7f859802e9	d9d1623319690f9ed0ff8fee2ba8ce65c3bf913b66c5e33419c8c3e101a262fa	
artifact-112	included-product	reviewed-source/artifact-112	engine/tests/fixtures/raw-maintenance-template/SOUL.md	3ea772ff0843e72acac52a079724c350de1e653c	135e485290e96ea7322bf07ebd1ddb6b722a6c55465ff5934f1b8729c206ba14	addc648e0ab4e7d11f4eb708abd0d6cfbac5e36d5df5d80deac558cae1e39ff4	
artifact-113	included-product	reviewed-source/artifact-113	engine/tests/fixtures/raw-maintenance-template/SYSTEM.md	3ea772ff0843e72acac52a079724c350de1e653c	54e0113c59145ab681a0a06eda4efc4c5c721eaaafda44a7df0fa77601312820	54e0113c59145ab681a0a06eda4efc4c5c721eaaafda44a7df0fa77601312820	
artifact-114	included-product	reviewed-source/artifact-114	engine/tests/fixtures/raw-maintenance-template/TOOLS.md	3ea772ff0843e72acac52a079724c350de1e653c	121a0ec559d259173c3fbce9c51fdc99b2b73a0f98500f559fed944d54db9272	f90146fcc48a2c4aca3cdbb77c06bbf951a4a8eb3ada0c9b7314380e812d44d0	
artifact-115	included-product	reviewed-source/artifact-115	engine/tests/fixtures/raw-maintenance-template/USER.md	3ea772ff0843e72acac52a079724c350de1e653c	8a99dfd6280d0c1caed18533c493630c2896e1581f8b37ad3fc4a4939dd64f2a	8a99dfd6280d0c1caed18533c493630c2896e1581f8b37ad3fc4a4939dd64f2a	
artifact-116	included-product	reviewed-source/artifact-116	engine/tests/fixtures/raw-maintenance-template/config.json	3ea772ff0843e72acac52a079724c350de1e653c	60706fda5e60400bf775515f66823c356e124bda6289d463d5311592d07575af	25606260a6d3018a518fcc8cdbe0f4d010df35fbaf8f13709092dae101d99688	
artifact-117	included-product	reviewed-source/artifact-117	engine/tests/fixtures/raw-maintenance-template/copilot-thresholds.json	3ea772ff0843e72acac52a079724c350de1e653c	31de94f43266bfae1f0995e3a30d030121cf2e3f376f31cd423c11fe3bb73c9c	31de94f43266bfae1f0995e3a30d030121cf2e3f376f31cd423c11fe3bb73c9c	
artifact-118	included-product	reviewed-source/artifact-118	engine/tests/fixtures/raw-maintenance-template/experiments/config.json	3ea772ff0843e72acac52a079724c350de1e653c	c590a6ef54a77d6f7b757ad04ef1b4ddfcbd9e8106ea56bac5b3492de9c01c34	c590a6ef54a77d6f7b757ad04ef1b4ddfcbd9e8106ea56bac5b3492de9c01c34	
artifact-119	included-product	reviewed-source/artifact-119	engine/tests/fixtures/raw-maintenance-template/experiments/history/.gitkeep	3ea772ff0843e72acac52a079724c350de1e653c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	
artifact-120	included-product	reviewed-source/artifact-120	engine/tests/fixtures/raw-maintenance-template/experiments/learnings.md	3ea772ff0843e72acac52a079724c350de1e653c	23333e85053e4057ff59fe9dcf7892ce86fd9fb55fc59524098b3782758163bc	23333e85053e4057ff59fe9dcf7892ce86fd9fb55fc59524098b3782758163bc	
artifact-121	included-product	reviewed-source/artifact-121	engine/tests/fixtures/raw-maintenance-template/experiments/surfaces/.gitkeep	3ea772ff0843e72acac52a079724c350de1e653c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	
artifact-122	included-product	reviewed-source/artifact-122	engine/tests/fixtures/raw-maintenance-template/goals.json	3ea772ff0843e72acac52a079724c350de1e653c	283f0b511f43844aaae1b2cf7ffe44675c1b55aac0044538438be6c6ed51a620	283f0b511f43844aaae1b2cf7ffe44675c1b55aac0044538438be6c6ed51a620	
artifact-123	included-product	reviewed-source/artifact-123	engine/tests/fixtures/raw-maintenance-template/skills/archive/.gitkeep	3ea772ff0843e72acac52a079724c350de1e653c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	
artifact-124	included-product	reviewed-source/artifact-124	engine/tests/fixtures/raw-maintenance-template/skills/drafts/.gitkeep	3ea772ff0843e72acac52a079724c350de1e653c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	
artifact-125	included-product	reviewed-source/artifact-125	mapping-tables/maintenance.md	collie-reviewed-2026-08-25	b9542904c30a57f22099aaadd3ee4c72f2424f1579f63e97868ed74ac96efc5c	5d639e2c2f929a0675644e801920a8fa3b37137eb79aa5f4b6c1af71ee10ed18	
artifact-126	included-product	reviewed-source/artifact-126	mapping-tables/leasing.md	collie-reviewed-2026-08-25	0f70372867b55c6fa6746bc4b5d3fe526d760efffe9a29881d260a577f91a2cc	d5ecb1ca95f350fc4959e44fd70d63c9a78b2e1fa8a9c2d06b8b06978e653e3a	
artifact-127	included-product	reviewed-source/artifact-127	mapping-tables/turnover.md	collie-reviewed-2026-08-25	00feb7cadd228ac6c9cf54ad10d3f4053ecca185c54a6fe3b41ad25227a831be	bc9ddbba1211d6b8fa90a5aad005e7c3c8e78b9510442a9dbee0d1e2d8643af6	
artifact-128	included-product	reviewed-source/artifact-128	mapping-tables/accounting.md	collie-reviewed-2026-08-25	76b720a6634c917b54e18427649a44b92a7bc66bc06f4b4e2d5b01ab473d80f2	67c6f6e972994ba3fb05633c99441cf5f5f1d604ca7eae4d1bf295a3d4f882d2	
artifact-129	included-product	reviewed-source/artifact-129	mapping-tables/pm-assist.md	collie-reviewed-2026-08-25	fb9c66b9942693547be5f57c633279673747799ea1d10d38e2557a0ae03d66eb	ec9d251aa5c05aed3143bb5db8bb7cdff689049173110d568416a45a82ca7a02	
artifact-130	included-product	reviewed-source/artifact-130	mapping-tables/bd.md	collie-reviewed-2026-08-25	5ea135a2601adf9bed8a54ca53b9d3f79d032b73e632d65a8f312076ea0b6072	f2dc77117b55e8469f4b3d1ff52379aa04253c09dbc444ff377dcd542ffc4cf0	
artifact-131	included-product	reviewed-source/artifact-131	fixtures/ridgeline/maintenance-answers.md	collie-reviewed-2026-08-25	27db9cffbbe2d35a7fc9f873a4c5b05937245c47ba096a1319ba84e74cff9d4e	7eb1d26d023897a943ea2605d0c8ed857f17b30ecc4ab6d75f8cc261a3b17955	
artifact-132	included-product	reviewed-source/artifact-132	fixtures/ridgeline/leasing-answers.md	collie-reviewed-2026-08-25	6bc3408b64abde70d3d520ccb4c870abc3faadd0af56a9daf62eb46b390f4f4b	2c5203a7461b57a7bbb308eb18d9b29118acaa79178bd5cda1770267c9ae40ac	
artifact-133	included-product	reviewed-source/artifact-133	fixtures/ridgeline/turnover-answers.md	collie-reviewed-2026-08-25	65b832f5109d1fcba12e015b67049671b324c110db59af1a29c8a051e9ed5a08	bc0d88e4f541a0baa8b7ab48ea12bbc9e4ffb6aeaa3ff5953c0a61ec8e894ea6	
artifact-134	included-product	reviewed-source/artifact-134	fixtures/ridgeline/accounting-answers.md	collie-reviewed-2026-08-25	eda7ac370a404e55b548c30a5b7e78c44ff463451e1a6c036756c4425fbadb76	efafcb0482e756e477551e99e13e24ecb6b48a4c376fddad1b4f9c5231cbf946	
artifact-135	included-product	reviewed-source/artifact-135	fixtures/ridgeline/pm-assist-answers.md	collie-reviewed-2026-08-25	f59fa1229021bcbbf291497e35a9373534f7671800a23e4c26ba3378fec7931e	35a5c7de3d912e4375b073373af3730c088a51241291a66e1288e2bdc228c3f9	
artifact-136	included-product	reviewed-source/artifact-136	fixtures/ridgeline/bd-answers.md	collie-reviewed-2026-08-25	d6c35dd5e2ede34a43fb05778ffbfd303b7790f4245aef9e32979d961069b746	6bbbae2706fa9247338bd8031083b0dc6229ac419ed2f843d074430a325ac10b	
artifact-137	included-product	reviewed-source/artifact-137	engine/E3-EXTENSION-REPORT.md	c4d2cd9c	e73255d632643ca7e73fb1fa454912000e9b2fb68070a5107d04cc86a81db6b7	5a3e92ba3483a100bbab2a6dfe58dd35db06c3179247979c51993baa0312a6e6	not-applicable
artifact-138	included-product	reviewed-source/artifact-138	engine/E3-SCHEMA.md	c4d2cd9c	5ed436020277eff772dde68ddcbd2e5cdf01a72b7a3a8717f48f1447e5f9c1b8	a360b453cd987f8e4e389b1721ca9dedb328a219cb07a5653d2561afd865656a	not-applicable
artifact-139	included-product	reviewed-source/artifact-139	engine/cross_seat.py	c4d2cd9c	b49e0969515b7b9fbe11bb3d570aa76cf2dd3883a608ad8370edfa2c35592c6e	c6bb2e89f86a2fd0e5b930577f06760203b451f942e626d386f964e339a14e0f	not-applicable
artifact-140	included-product	reviewed-source/artifact-140	engine/engine.py	c4d2cd9c	ff53374a83280c520693195e8d81ffd1bc40a53312d3a05fc73dc48a2efe4414	ef2f33afd33421190163936084c362522c92f7d7996b27acc4bc7c3e3a13ebcc	not-applicable
artifact-141	included-product	reviewed-source/artifact-141	engine/placeholders.py	c4d2cd9c	07cdb67b95b2400b5894eb6aeec13fbcbff9c074dbff2659c6b6f8259242d7dd	9a0873123466c7bf884da02c2d1ecb4b10a40150786d9fbdb4d7c73fce7dbbf4	not-applicable
artifact-142	included-product	reviewed-source/artifact-142	engine/tests/test_cross_seat.py	c4d2cd9c	1aa372790c0cbdfe946ff71d8232b9dde826150ac8a5d1825a4e1dc026cfb0d2	ff10bb31be98e6fbf4ea3c2db11214605068d6d2cbb135cf1e022b01dbf4b334	not-applicable
artifact-143	included-product	reviewed-source/artifact-143	engine/tests/test_extension_applier.py	c4d2cd9c	d51bcca4f73b5e1aadd9aab62fb90f250528ac8f91b8860dadeb8058ebbb597a	c12b83b8b60182d560810dc69efd7c5882a1e03829c504686ae3b28d59b13268	not-applicable
artifact-144	included-product	reviewed-source/pm-assist-questionnaire	editions/pm-assist/answers-format.md	collie-reviewed-2026-08-25	6a6c06d1fb688b6553fa137ec7ba50c884778f91f8eb5a72d66473b306d8c545	a6205af63ae5a8fab09a52ffdcc4fc6ad76813e88e86d2fd57da6f16e5b19a0c	not-applicable
artifact-145	included-product	reviewed-source/pm-assist-fixture	editions/pm-assist/fixtures/ridgeline-pm-assist-answers.md	collie-reviewed-2026-08-25	f59fa1229021bcbbf291497e35a9373534f7671800a23e4c26ba3378fec7931e	f59fa1229021bcbbf291497e35a9373534f7671800a23e4c26ba3378fec7931e	not-applicable
artifact-146	included-product	reviewed-source/pm-assist-mapping	mapping-tables/pm-assist.md	collie-reviewed-2026-08-25	fb9c66b9942693547be5f57c633279673747799ea1d10d38e2557a0ae03d66eb	fb9c66b9942693547be5f57c633279673747799ea1d10d38e2557a0ae03d66eb	not-applicable
artifact-147	included-product	reviewed-source/pm-assist-template-tree	editions/pm-assist/library-src/	collie-reviewed-2026-08-25	71e8c62b0a3b92459b7555c867a446b05923261a9a828567cd2f0ba898eafb68	8d2959d177cfa4f2835155f0daf1799980506ab07e694a08dba0d6e4efb35d63	not-applicable
artifact-148	included-product	reviewed-source/leasing-questionnaire	editions/leasing/answers-format.md	collie-contract-2026-08-25	036177629ab8c5d76c794076517f862f984a42bf7c6a347ee2eaca3ab34b007c	2bccd5da318a716eebc268d62dc2c9353eeb63bca70f67c5d2f6ff747f0e1a37	cover-sheet-and-owner-reviewed-attribution-added
artifact-149	included-product	reviewed-source/ridgeline-leasing-fixture	editions/leasing/fixtures/ridgeline-leasing-answers.md	collie-reviewed-2026-08-25	6bc3408b64abde70d3d520ccb4c870abc3faadd0af56a9daf62eb46b390f4f4b	62e11cb7731d775d164e52f2116d78230cdcb4d2f90c3a3a40a0ab964c9335fb	owner-reviewed-attribution-sanitized
artifact-150	included-product	reviewed-source/leasing-template-package	editions/leasing/library-src/	collie-contract-2026-08-25	4668aa2641e663631745f705929cddc251a5116d99565c6625fa16396fdd1d20	product-tree-manifested-below	archive-extracted-and-member-scrubbed
artifact-151	included-product	reviewed-source/renewal-and-rent-increase-workflow	editions/leasing/library-src/Renewal and Rent-Increase Workflow.md	owner-reviewed-2026-08-21	78dc802eb26b952258705eb4626d78816b6fbd2470a7ece93aa0b14714a836c3	4dd29ae57b196d65a44a7a62f42d44e3cea4200b0063f88068a509a049115a25	member-sanitized-and-approval-gated
artifact-152	included-product	reviewed-source/leasing-message-template-library	editions/leasing/library-src/Leasing Message Template Library.md	owner-reviewed-2026-08-20	fe45e5d4fc83cb1e188b2bec1f0cb1c801f226ef0246535da6251a960eca9fe7	92948ae16ea06b94b557325cecdc191f8585a981a6da228557897443512822d4	member-sanitized-renewal-message-subset
